,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
1555,"1 Esplanade du J4, 13002 Marseille, France","The MuCEM is a museum of 21st-century civilizations, principally concerned with comparing all aspects of the cultures of the Mediterranean, with Europe and the other continents that border the Mediterranean occupying a major place. It will offer a fresh look at the cultures of the Mediterranean.",2,,5.3625458,43.2969837,,Mucem,+33 4 84 35 13 13,7,4,2636,204,Other,Not_in_USA,3.431372549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,129,43,10,70,4.195783133,0.11230625,0.5225,1,0,0.15280625,0.7225,1,0,0.020230939,0.433688312,0.690333333,0.283333333,0.025830893,0.639843194,0.92962963,0.395238095,0.079166667,0.458333333
1556,"Gablerstrasse 15, Zurich 8002, Switzerland","This art museum is the only art museum in Switzerland that focuses on non-European art, and has a substantial collection from Asia, America, Africa and Oceania. It's also located in one of Zrich's most beautiful parks.",1,Yes ,8.5302368,47.358959,2-3 hours ,Rietberg Museum,41 44 206 31 31,16,4.5,269,202,Other,Not_in_USA,7.920792079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,32,32,12,26,4.561538462,0.111696999,0.434345238,1,0,0.128182554,0.57297619,1,0,0.020684941,0.329904281,0.525,0.11984127,0.008385216,0.495389731,0.626190476,0.361507937,0.45,0.833333333
1557,"No 2, 2 Thang 9 Street, Da Nang, Vietnam",,0,,108.2223433,16.0572428,,Da Nang Museum of Cham Sculpture,8.45114E+11,11,4,705,92,Other,Not_in_USA,11.95652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,164,66,12,84,3.872017354,0.090878721,0.249064626,0.85,-0.125,0.076718128,0.412159864,1,0,0.010538627,0.308233242,0.46875,0.122222222,0.012111886,0.52033752,0.666666667,0.362337662,,
1558,"27 Jawaharlal Nehru Rd, Kolkata (Calcutta) 700016, India",,0,,88.3513988,22.5582608,,Indian Museum (Jadu Ghar),91 33 2249 9902,18,4,466,197,Other,Not_in_USA,9.137055838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,59,14,64,3.96037296,0.148933333,0.196666667,1,-0.25,0.121166667,0.233333333,1,0,0.019749261,0.289044913,0.478571429,0,0.029655495,0.412957251,0.685714286,0,,
1559,"37, Quai Branly, 75007 Paris, France","Located close to the Eiffel Tower, the muse du quai Branly exhibits 3 500 works of art from Africa, the Americas, Asia and Oceania. This important collection makes the muse du quai Branly an unmissable place for discovering the art culture of the non-European world. The museums original and imposing architecture designed by Jean Nouvel and its wild garden created by the landscaper Gilles Clment combine to make it a pleasant and unique place. The museum is the fourth largest museum in Paris.",1,,2.2974721,48.8607402,2-3 hours ,Musee du quai Branly - Jacques Chirac,+33 1 56 61 70 00,39,4.5,1840,1004,Other,Not_in_USA,3.884462151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,189,81,16,74,4.445736434,0.09963843,0.279545455,1,0,0.107396694,0.318181818,1,0,0.037596221,0.276761118,0.77,0.045486111,0.020592225,0.478464789,0.745,0.289935065,0.330555556,0.686111111
1560,"29 Church Street, George Town, Penang Island 10200, Malaysia",,0,,100.3197515,5.4052968,,Pinang Peranakan Mansion,604-2642929,1,4.5,2283,113,Other,Not_in_USA,0.884955752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,608,178,28,446,4.415328845,0.09600625,0.3075,1,0,0.161625,0.325,1,0,0.043086947,0.334640602,0.85,0.025,0.053903761,0.588889791,1,0.302083333,,
1561,"9 boulevard Fabian Ware, 14400, Bayeux, France","Situated near the British Military Cemetery of Bayeux, the Memorial Museum of the Battle of Normandy narrates the battles which took place in Normandy after the D-Day landings, between 7th June and 29th August 1944. The collections of military equipment, the diorama and the archival films allow the visitor to grasp the enormous effort made during this decisive battle in order to restore peace in Europe.",0,,-0.7127842,49.2734495,,Museum of the Battle of Normandy,+33 2 31 51 46 90,5,4.5,1030,33,Other,Not_in_USA,15.15151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,350,56,3,116,4.483375959,0.2151381,0.32875,1,-0.6,0.070507576,0.446666667,0.78,0,0.034281893,0.311812049,0.612,0.05625,0.010172963,0.469633778,0.622666667,0.3,-0.02,0.3
1563,"20 Place des Terreaux, 69001, Lyon, France","Home to an impressive collection of paintings, both French and international.",2,,4.8334869,45.7671385,,Musee des Beaux-Arts,33 04 7210 30 30,8,4.5,1167,185,Other,Not_in_USA,4.324324324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,181,69,8,66,4.367298578,0.191016869,0.281964286,1,-0.3,0.105304082,0.351428571,1,0,0.007012861,0.391853322,0.522,0.2,0.014877983,0.567077609,0.875,0.425,0.333333333,0.333333333
1564,"1 William St, Sydney, New South Wales 2010, Australia","Established in 1827, Australia's first museum has a remarkable reputation in the field of natural history and indigenous studies. With our permanent First Australians gallery taking you beyond the art and artefacts to explore the diverse beliefs and cultures of Australia's first peoples. Surviving Australia exhibition looks at just what is it that makes Australia so different. Follow the true stories of Australia's astonishing native animals and see how they've adapted and survived over millions of years. Featuring Dinosaurs exhibition, Gemstones and Minerals and Birds and Insects exhibition. Our Search and Discover area is a showcase of the Museum's collection and provides a rich i9nteractive experience for all visitors.",3,,151.2137551,-33.8738775,,Australian Museum,61 2 9320 6000,52,4,602,444,Other,Not_in_USA,11.71171171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,125,70,7,39,4.092592593,0.123555,0.380578512,0.8,-0.125,0.081837524,0.461019284,0.75,0,0.013983357,0.300818056,0.481481481,0.075,0.006137035,0.531161316,0.659259259,0.375,0.313888889,0.572222222
1565,"Bridge St., Manchester M3 3ER, England",This history museum chronicles the lives of Manchester's working people during the past one hundred years.,3,No ,-2.250053,53.4811525,1-2 hours ,People's History Museum,44 161 839 6061,10,4.5,660,163,Other,Not_in_USA,6.134969325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,185,88,29,115,4.423140496,0.068356577,0.148106061,0.8,-0.1875,0.121483012,0.325757576,1,0,0.038088467,0.231484939,0.444444444,-0.275,0.010126399,0.499848485,0.687142857,0.325,-0.25,0.25
1566,"46, Rue Souk Ahal Fassi, Marrakech 40000, Morocco","The Photography Museum has opened its doors in the heart of Marrakesh since May 2009.A private collection of 8000 photographs was gathered, this collection is only about Morocco and covers the period 1870 to 1950.The exposition contains hundreds of old photographs and shows the first film recorded in the High-Atlas in color, in 1957 by Daniel Chicault  Landscapes and Faces of the High-Atlas .",3,Yes ,,,1-2 hours ,Photography Museum of Marrakech,+212 5243-85721,8,4.5,3380,154,Other,Not_in_USA,5.194805195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,866,141,11,353,4.478977273,0.089297521,0.334545455,0.8,0,0.160123967,0.381818182,1,0,0.070334679,0.468257745,0.925,0.163216146,0.052572096,0.638333333,1,0.28,0.0875,0.477083333
1567,"Grote Markt 34, Ieper (Ypres) 8900, Belgium","The Ypres region was the backdrop to on of the bloodiest battles in history, 100 years ago. Now the last witness have died too, the In Flanders Fields Museum is more than ever the gateway to the First World War in Flanders. The In Flanders Fields Museum confronts the visitor with the consequences of the Great War. Old and young are faced with life and death in the Ypres front region. The exhibition with touching video projects, unique sound fragments and the most up-to-date multimedia applications immerse you in the life at the front. each visitor also receives a poppy bracelet that enables him/her to discover four personal stories of 'Joe Public' in the Great War. By logging in you can meet your peers in the war, a century ago.",0,,2.8857307,50.8508036,1-2 hours ,In Flanders Fields Museum,3257239220,3,4.5,2148,69,Other,Not_in_USA,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,662,105,40,414,4.564252336,0.161923783,0.322121212,1,-0.066666667,0.133852158,0.319393939,1,0,0.02695522,0.286675685,0.625,-0.066666667,0.018195082,0.494712602,0.767857143,0.241666667,0.332692308,0.443589744
1568,"Kaksekam Village, Sra Nge Commune, Siem Reap, Cambodia","The War Museum Cambodia in Siem Reap is the only war museum in Cambodia. The museum has a unique collection, you can take a free guide (a war veteran) and you can hold small arms.",4,,103.8448134,13.3670968,,War Museum Cambodia,+855 97 457 8666,22,4.5,1012,172,Other,Not_in_USA,12.79069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,286,109,5,181,4.303797468,0.123039773,0.4625,0.9375,0,0.097097107,0.447727273,0.9,0,0.019435923,0.23369898,0.4,-0.1,0.005434098,0.490344001,0.621428571,0.366666667,0.105,0.64
1569,"2 Carl Cederstroems Gata, Linkoping 586 63, Sweden","Flygvapenmuseum, the Swedish Air Force Museum, is a modern technical and cultural history museum with exhibitions that trace the development of military aviation from the pioneers of the early 20th century to the present. ",0,,15.5245272,58.4099767,,The Swedish Air Force Museum,+46 13 28 35 67,1,4.5,404,21,Other,Not_in_USA,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,17,16,30,4.723076923,0.13965625,0.3625,1,0,0.14280625,0.3775,1,0,0.047707074,0.444665533,0.708333333,0.125,0.041441425,0.656094104,1,0.3,0.042857143,0.128571429
1570,"Nieuwe Amstelstraat 1, 1011 PL Amsterdam, The Netherlands","The Jewish Historical Museum is a modern museum of Jewish heritage housed in four monumental synagogues near Waterlooplein in the heart of Amsterdam. Three permanent exhibitions present the history and culture of the Jewish people in the Netherlands. In addition to the three permanent exhibitions, the museum always offers two great temporary exhibitions and the fun JHM Children's museum.",2,,4.9039147,52.3673488,,Jewish Historical Museum,+31 20 531 0310,44,4.5,682,451,Other,Not_in_USA,9.756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,165,57,8,67,4.373913043,0.034389829,0.153125,0.5,0,0.072283951,0.255555556,0.7,0,0.029507345,0.295624197,0.6,0.007449495,0.057613368,0.47783985,0.833333333,0.137980769,0.15,0.165
1581,"Santa Croce 1730, 30125 Venice, Italy","Housed in the Fontego dei Turchi Palace at the Grand Canal, the museum is an institution that coordinates and conducts scientific research in the territory, ensuring the maintenance and increase of scientific collections, organizing educational activities and services to the citizens. The new, evocative and engaging layout has a modern and original museological facility.",2,,12.3278647,45.4415086,,Museo di Storia Naturale,+39 041 2750206,33,4.5,533,370,Other,Not_in_USA,8.918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,7,0,16,4.305343511,0.109464719,0.324801587,1,0,0.141692994,0.476686508,1,0,0.020082995,0.296859184,0.575,0.096428571,0.007229727,0.53734937,0.642857143,0.39,0.310227273,0.575757576
1582,"27 Shaul Hamelech Blvd., Tel Aviv 64329, Israel","This museum features a rich collection of art including European works from the 16th to 19th centuries, Impressionism, Post-Impressionism and 20th-century modernism.",0,,34.7874507,32.0765666,,Tel Aviv Museum of Art,6957361,6,4.5,1106,259,Other,Not_in_USA,2.316602317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134,237,94,32,140,4.540645161,0.167022929,0.297115385,1,0,0.189426775,0.377884615,1,0,0.030141647,0.441221714,0.666666667,0.161458333,0.026439283,0.568230028,0.85,0.266666667,0.1875,0.375
1583,"ul. Gdanska 2, Poznan 61-123, Poland",,0,,16.9548236,52.4121864,,Brama Poznania,+(48)61 647 76 00,9,4.5,148,136,Other,Not_in_USA,6.617647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,0,7,4.515151515,0.172776911,0.414318182,1,-0.025,0.11530501,0.410227273,1,0,0.027741868,0.352846867,0.7,0.06,0.006836168,0.542762456,0.713888889,0.42037037,,
1584,"Manoli Andronikou 6 | Manoli Andronikou 6, 54013, Thessaloniki 54013, Greece",,0,,,,2-3 hours ,Archaeological Museum of Thessaloniki,3.02313E+11,2,4.5,735,130,Other,Not_in_USA,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,109,49,20,83,4.598915989,0.066162655,0.235378788,0.85,0,0.117691667,0.368333333,1,0,0.009324248,0.329394197,0.5,0.15625,0.023631402,0.555622552,0.858333333,0.275,,
